Review Title,Rating,Sentiment
BEST SHOW ON PRIME VIDEO,10,Positive
AWESOME AMAZON ORIGINAL SHOW,9,Positive
The most satisfying moment in animation history,10,Positive
Best show,9,Positive
I'm glad it's not vhs,6,Neutral
Not worth watching,2,Negative
A believable depiction of superheroes using their powers,8,Positive
I loved it,10,Positive
Wow,10,Positive
Brilliance in this universe🌌,9,Positive
Just amazing,9,Positive
WOW JUST.... WOW,10,Positive
Amazing shows,10,Positive
One of the best superheros series,10,Positive
3 episodes in,6,Neutral
Spectacular but let down in places.,5,Neutral
S3 - Packing Superpowered Punches,8,Positive
"Season 3 (The Good, The Bad & The Ugly)",9,Positive
Super-Favorite.,10,Positive
There is no competition of this series,9,Positive
People still ask me why I watched animated series,10,Positive
Absolutely phenomenal. Among the very best.,10,Positive
"A Masterpiece of Storytelling and Character Evolution""",10,Positive
"Yes, feel the evil, embrace the evil",8,Positive
Very good but not great,7,Positive
Unwatchable,1,Negative
Brilliant,10,Positive
Amazing,10,Positive
Phenomenal superhero animated show,8,Positive
Amazing,10,Positive
I wish they would make like Invincible,10,Positive
You have to watch it,8,Positive
"Absolutely brutal, but absolutely amazing",8,Positive
Great adaptation of a great comic,9,Positive
Not as good as the hypr,6,Neutral
soul-less garbage,1,Negative
S1 Review: Ugly at times but funny and gripping all the way through,8,Positive
LOve the show so damn much!,10,Positive
Amazing,10,Positive
UNEXPECTED,9,Positive
One of the best animated series out there,10,Positive
"Beats MCU, DCU and The Boys .",9,Positive
"Don't think, just watch it. It's worth IT",10,Positive
Best animated show ever,10,Positive
Phenomenal show and performances terrible execution by executives,6,Neutral
People are dumb,5,Neutral
My God where did this come from?,10,Positive
"Good, Entertaining, and unexpected",9,Positive
Overrated,7,Positive
Stretched,4,Neutral
It could be much better,7,Positive
A well made series but this story has been done to death,3,Negative
High school adult rated superman parody,6,Neutral
Doesn't connect,5,Neutral
could have been better,7,Positive
The Animation!!!!!!!!!! Sucks,1,Negative
Good but repetitive,7,Positive
Absolutely disgusting.,1,Negative
Seasons of Growth and Conflict - Invincible Keeps Getting Better,7,Positive
I'm trying!,4,Neutral
"Another ""What if... Superman was Evil"" Story, but with UBER GORE",6,Neutral
"Mediocre animation, boring filler",2,Negative
Good,6,Neutral
"If you like Kirkman-style, you will like this...",1,Negative
Could have been a 10/10 as a movie.,7,Positive
Original but stiff,5,Neutral
"Good thing he's ""Invincible""...",7,Positive
OH MY GOD,1,Negative
A really good comic turned TV show let down by poor production quality,6,Neutral
Show is ok - Volume is ridiculous.,5,Neutral
Pretty good,6,Neutral
Pointless,1,Negative
The effect of explicity.,7,Positive
Run of the mill.,3,Negative
Serves its purpose.,7,Positive
Too much gore,3,Negative
an Interesting Adaptation of the Comics,7,Positive
Why are the ratings so high?,1,Negative
Boring telenovella,4,Neutral
"Invincible, Not Impeccable",5,Neutral
this is not heading in a good diraction,5,Neutral
Loved 1 season 3rd not so much,1,Negative
"Blood, Guts, & Gore",5,Neutral
Absolutely Trash show,1,Negative
"The animation and the pacing need to improve, a lot.",5,Neutral
Do yourself a favour go watch Harley quinn,3,Negative
Recipe for Invincible,5,Neutral
Compellingly dissatisfying.,3,Negative
Too much profanity and gratuitous violence for a cartoon,3,Negative
"Predictable story, lame characters. And really bad animation.",5,Neutral
"Great story, typical woke character tropes",5,Neutral
Good buy why the gratuitous blood splattering?,5,Neutral
Super-Violent Daddy Issues,5,Neutral
"Briefly put, all that edge and still no definition...",5,Neutral
"Childish, superficial, incoherent.",5,Neutral
"""Dad mad Son Sad""",1,Negative
Poisoned apples all round.,1,Negative
"Disney's Snow White (2025) - A Hollow, Uninspired Reimagining",1,Negative
Rooting for the Apple,1,Negative
"Snow White (2025) - A Soulless, Unnecessary Remake",2,Negative
Another Unnecessary Remake of a Classic Tale,2,Negative
"Sleepy, Dopey, and I'm now Grumpy",1,Negative
"A Hollow, Garish Remake That Buries the Magic",1,Negative
OMG.. SO bad,1,Negative
Garbage,2,Negative
Watch the original,1,Negative
Look past the commotion and you'll have a fun time.,8,Positive
Pleasantly surprised after all the negative hype,7,Positive
A very Mirrored movie with too many mixed messages,1,Negative
A Huge Letdown for a Classic Story,2,Negative
Another Classic falls to modernity,1,Negative
A Hollow and Confusing Reimagining,1,Negative
A Fairy Tale Fiasco of Epic Proportions,1,Negative
Want my time and money back,1,Negative
"She sings good, but the rest goes against Disney historical DNA.",2,Negative
A Failed Attempt to Reinvent a Classic,1,Negative
It is what it is...,9,Positive
It was far better than the critics will have you believe,7,Positive
Failed reinvention,1,Negative
"Mirror, Mirror, Make It Stop",1,Negative
A soulless retelling of a beloved classic,1,Negative
The magic is not there,2,Negative
Bad Apple with terrible acting,1,Negative
What a massive letdown,1,Negative
"A Lifeless, Cynical Cash Grab",1,Negative
Another bad apple in an already spoiled bunch,4,Neutral
People are way too harsh,8,Positive
It's not as bad as people are saying,7,Positive
A complete disaster,1,Negative
What a fiasco!,1,Negative
Saw it with my granddaughter...,1,Negative
"They tried.. but if I had to wish on a well, I'd prefer that it doesn't exist",3,Negative
A Beautiful but Empty Remake,1,Negative
Disney : This is definitely no classic,1,Negative
So bad,1,Negative
Absolute rubbish.,1,Negative
Cancel culture at its finest,8,Positive
Flawed but Not awful & not a carbon copy.,7,Positive
Such production needs to fail miserably to wake investors up,1,Negative
Not carrying the origional soul,3,Negative
A Hollow Shell of a Fairytale - What Have They Done?,1,Negative
Another masterpiece ruined,1,Negative
"Mirror, mirror on the wall, what is the worst movie of 2025 so far?",1,Negative
I have an eerie feeling,2,Negative
Better than you'd think,9,Positive
Fair but stale!,6,Neutral
Ughhh,1,Negative
WASTE OF TIME & MONEY,1,Negative
One of the worst remakes,1,Negative
STOP THE DAMN SINGING!,1,Negative
A curse and an insult to the 1938 classic,4,Neutral
Disney Snow White 2025,2,Negative
Old memories,10,Positive
"Honestly, why is this even called Snow White?",7,Positive
"Mirror, Mirror on the Wall, This Remake is the Worst of All",1,Negative
Stop hating on what was good,1,Negative
"Please take ""White"" out of the title.",1,Negative
Sadly ruined my childhood memory,1,Negative
A Grimm Disaster That Should've Stayed Asleep,1,Negative
Snow White and the CGI Dwarfs: A Messy Remake,1,Negative
"Honestly, I'd rather watch Ryan's world in YouTube",1,Negative
I wish for a chance! And not sour people!,10,Positive
Not as bad as people think,7,Positive
Why?,2,Negative
A Catastrophe of Cinematic Proportions,1,Negative
A Disappointing Reimagination of a Classic Tale,1,Negative
Could not get through this movie.,1,Negative
A Cinematic Trainwreck - Disney's Snow White (2025) is an Absolute Disaster,1,Negative
Snowless white,1,Negative
"Ugly, unpleasant, no authenticity at all",1,Negative
The best part of the movie was the relief I felt when my child asked if we could leave.,2,Negative
A Technical Womder & a Delightful Experience,8,Positive
"Snow White isn't a total waste of time, but it's far from the classic it could have been.",6,Neutral
I Gave It A Chance,1,Negative
What was Disney thinking?,1,Negative
A Real Disney Folly for Live-action,1,Negative
Disney's doomsday,2,Negative
Dumpster Meet Fire,1,Negative
"Honestly, impressive how bad it is 😂",1,Negative
"Snow White and the Seven Missed Opportunities""",1,Negative
Enchanting!,10,Positive
"Despite its many issues, I still thought this was a cute film.",6,Neutral
It is even worst than Emilia Perez,1,Negative
"Why, Disney, why?",2,Negative
"Mirror, Mirror, What a Disaster: A Review of Disney's 2025 Snow White",1,Negative
This aint my Snow White,1,Negative
Sickeningly awful,1,Negative
A big suprise,8,Positive
Beyond Nostalgia: A Snow White For Today,7,Positive
Not the fairest.,1,Negative
Disney's Snow White - Where Magic Goes to Die,1,Negative
Pointless and derailed,1,Negative
Too many songs,2,Negative
rewatch the 1937 classic,1,Negative
"A diluted, hollow reflection of a beloved classic",3,Negative
Terrible Acting!,3,Negative
Huge disappointment,2,Negative
A Delightful Reimagining of a classic tale,8,Positive
Perfect for Young Disney fans,7,Positive
The Razzies are Calling...,1,Negative
No creativity,1,Negative
"A soulless, joyless reinterpretation of a classic",1,Negative
Unnecessary,1,Negative
Bad acting,1,Negative
Expected Better from a Blockbuster,2,Negative
Where to start........,1,Negative
What Were They Thinking?! A Complete Disgrace to a Classic!,1,Negative
Remarkable movie had so much more depth that made this beautiful story in itself!,9,Positive
Basic but inoffensive,6,Neutral
4 stars are for Dopey,4,Neutral
What is this?,1,Negative
"The real life ""Emperor's New Clothes""",1,Negative
Not Quite The Fairest,3,Negative
"""This isn't Snow White.""",2,Negative
Hope you like garbage,1,Negative
This remake is soulless,2,Negative
The greatest Disney live action remake yet!,10,Positive
"Weird, boring and soulless but also unintentionally hilarious",2,Negative
Never getting that 1h49 minutes or whatever back,1,Negative
Almost unwatchable,2,Negative
"Weird , Weird",1,Negative
Too Much of Nothing - Not Even Worth a Stream,1,Negative
A Poisoned Apple: Why Snow White 2025 Fell Far Short of Enchantment,1,Negative
"Mirror, Mirror, On the Wall, Who Ruined Snow White Most of All?",1,Negative
"Dull and lackluster ""live action"" remake.",1,Negative
Disney's Live-Action Snow White - A Magical Surprise,9,Positive
"Mirror, Mirror, Where's the Magic?",6,Neutral
"No, just no.",2,Negative
Sometimes it's best to walk away (or run in this instance),1,Negative
👎 You Cannot Go From Wicked to this. This isn't Good Enough. 👎,1,Negative
Don't support this with your dollar.,1,Negative
A Disastrous Remake That Misses the Magic,1,Negative
Disappointed,1,Negative
"Mirror on the wall, why do these remakes make my skin crawl",1,Negative
"A Timeless Tale With A Powerful Message About Teamwork, Friendship, And Fighting For What's Right",8,Positive
A very different kind of Snow White,6,Neutral
I slept straight 10 hours while i was watching.,1,Negative
Gal Gadot's Evil Queen: A Royal Disaster in Snow White,1,Negative
So bad you almost want to eat the poison apple!,1,Negative
I hoped against hope...,2,Negative
I need to bleach my eyes.,1,Negative
Very disappointed,2,Negative
A Beautiful Reimagining Overshadowed by Unnecessary Controversy,10,Positive
One of the best live action remakes👏🏻,7,Positive
Just bad,1,Negative
The money rules over imagination.,3,Negative
Where to start!!,1,Negative
If Temu made Disney Films,1,Negative
Should have never been made,1,Negative
Poor white and the nightmare dwarfs,1,Negative
Waste of money,1,Negative
What's with the CGI,1,Negative
Character's Deep and Profound Emotional Depth,10,Positive
Beautiful voices and gorgeous costumes,7,Positive
"An unnecessary, soulless remake",2,Negative
Missed opportunity,1,Negative
A Remake that Misses the Mark,1,Negative
"rubbish, you'd be out of your mind to spend money on this",1,Negative
Yikes! Save yourself pain and money....,2,Negative
1 out of 10 stars - A Disgraceful Reimagining of a Classic,1,Negative
Simply terrible.,1,Negative
An Insult to Cinema and a Mockery of a Classic,1,Negative
"They reinvented the fairy tale (for better or worse), while keeping just enough of the original to feel familiar.",10,Positive
Go with an open mind!,7,Positive
Recipe for disaster,1,Negative
Soulless mess.,1,Negative
Gal Gadot steals the show.,3,Negative
Gal Gadot's Acting is Absolute Garbage,2,Negative
The only good things about the story are Rachel's voice and the hunter's handsomeness,2,Negative
"Ughh, why Disney why???",2,Negative
As Live action Disney reboots go it's one of the better BUT,2,Negative
